text,target,prediction
. @ paypal why do you always make it so incredibly difficult to do anything or get anything resolved? # customerservice # sucks,"anger,disgust,sadness",anger
i'm # afraid he might kill me if i'm not good!,"fear,pessimism",fear
"“ tell me, doctor, are you afraid of # death?'' i guess it depends on how you # die. ”","fear,pessimism",fear
you won't reach a # goal you hide in a drawer. keep it in front of your face at all times. # wednesdaywisdom,optimism,optimism
it's arrived and can't wait to read and learn! # specialneedsandlegalentitlement 2nd edition. if it's as good as the 1st edition,"anticipation,joy,optimism",joy
"and now that im having the other way around, i feel so upset and sad",sadness,sadness
i need a beer # irritated,"anger,disgust,pessimism",anger
reason # 1001 why moms would make great elected officials... negotiating a two year olds. # hardwork # worthit # maybeitstheeclipse,"joy,optimism",joy
i cry whenever they call me mico chan : loudly _ crying _ face :,"disgust,pessimism,sadness",sadness
@ mike _ j _ lord you're welcome : grinning _ face _ with _ big _ eyes :,"joy,optimism",joy
"yikes got my first job interview next week, haven't had one in years","fear,joy,pessimism",joy
@ irmadiggs @ rollcall these cuts don't just sting. sting i can handle. these cuts are amputations.,"anger,disgust,pessimism,sadness",
"seulgi, fret not. that's okay!","anger,anticipation,joy,optimism",
time to get my dreads back i miss them : weary _ face : : weary _ face : # dread head # girlswithdreads,sadness,sadness
i need a list of group that debuted in 2010 and disbanded so i can grieve,"anger,pessimism,sadness",sadness
@ swati _ v _ joshi goons of mamata spread everywhere as terror elements.,"anger,disgust,fear,sadness",fear
@ lepetitchatnyc @ nygovcuomo @ mta ugh i dread having to ride those trains again,"anger,disgust,fear,sadness",fear
morning all! here's to a # wonderful # wednesday with # warm # weather & amp ; # happy # holiday makers may the # sun # shine on # cornwall # kernow # enjoy,"joy,optimism",joy
"( i've been shaking for the last 30 minutes, i've steadied to the point where i can type again lmao )","anticipation,fear",fear
"@ pattrice it's a bit sad really. you'd think that he / she / it had something better to do, wouldn't you?","pessimism,sadness",sadness
@ stephaniemain2 haha use separate sheet if necessary : grinning _ squinting _ face :,joy,joy
@ justapenname @ lettrs @ realjameswoods btw you're a # brilliant,"joy,optimism",joy
lost my glasses right before i'm supposed to see a movie at the chinese theater. # pissed,"anger,disgust,sadness",anger
@ _ antithesis _ 1 @ saikatd don't insult donkeys,anger,anger
"you can be discouraged by failure or you can learn from it. - - thomas j. watson, # motivationalquote, # success",optimism,optimism
"it's a terrible feeling walking into a spider web, but i try and make myself happy w / the possibility i could turn into spidergirl. # comickid","anger,disgust,joy,optimism",joy
this is the day the lord hath made! i will rejoice & amp ; be glad in it!,"joy,love,optimism",joy
# vocabulary # 1 : crap : extremely poor in quality. ex3 : that movie was terrible. i can't believe i just wasted $ 10 on such # crap! # english,"anger,disgust,sadness",anger
r5 fans confuse there hatred for being called a disney band with hatred for a & amp ; a. sad.,"anger,disgust,pessimism,sadness",sadness
"@ emilyhroderick electronics also have foibles, personality faults, like to sulk and crash just like humans... switch off and desolder","anger,disgust,sadness",anger
@ jeremy _ hunt unbelievable # arrogance to think you know better than # stephenhawking.,"anger,disgust",anger
remember : first come the fear then the blessing. wooh!,"fear,joy,optimism",
@ azta110790 sports will always be,,joy
if jk realize what taehyung did can he do that to taehyung as a revenge? i would love to,"anger,anticipation,joy",anger
@ wthrmnslaughter whew! i was nervous!! : raising _ hands _ medium _ skin _ tone : : raising _ hands _ medium _ skin _ tone :,fear,fear
i want a whole show of @ chrislhayes just reading emojis. # adorable # inners,"joy,love",joy
attention seeker chris uhlmann highly aroused over the attention he drew to himself now enjoying some fists of fury time @ abcnews @ abc730,"joy,love",anger
i got a place at that school and i start monday!! i'm so excited! ( even if it is just 3 days haha ),"joy,optimism",joy
@ geordiegirl1967 @ tknicegirl @ castielsmish they need time to grieve.,"disgust,pessimism,sadness",sadness
@ lackwille to much good lookin for one picture : smiling _ face _ with _ hearteyes :,"joy,love,optimism",joy
new lyft user? use code to get credit : invites # hey coupon clippers! # cheery # lyftnow,joy,joy
mummy came home and ordered pizza even though there's food in the fridge. i ain't fighting the hypocrisy this time # jalepenos # pine # chicken,"joy,love",joy
@ miss _ wisconsin it's amazing what not being told no enough can raise. # horrid,"disgust,fear",fear
@ 20committee don jr lawyered up with the wrong folk. he aint so bright.,"disgust,pessimism,sadness",anger
what can you say about @ rogerfederer # awestruck.....,"anticipation,joy,love,surprise",
day 1 tom : face _ screaming _ in _ fear :,"fear,joy",fear
i can feel my skull shatter from the dull chatter brain spattered on the wall grey stains won't dissolve now i have to paint it all,"disgust,sadness",
@ vivschwarz yeah i'd terminate your contract. i had a similar problem in last place where i was told i should have'business broadband': angry _ face :,"anger,disgust",anger
"# impeach just a reminder - we have a bratty, infantile, insecure man running the country & amp ; congress is allowing him to throw his tantrums.","anger,disgust,pessimism",anger
this airport's so grim it makes gatwick feel like buckingham palace,"anger,disgust,fear,pessimism,sadness",
"smiles and laughter are always good, but never forget your poker face - kaito kid # dcquotes","joy,optimism",joy
@ realdonaldtrump is such an # ass. he thinks being # president is his stage to get # attention. he's like a baby throwing a # tantrum,"anger,disgust",anger
alien newborn - alien : resurrection ( sideshow collectibles ) - this thing really was an abomination! # horror # aliens # figures,"anger,disgust,fear",fear
# good to learning # wisdom & lt ; & lt ; reform ( v ) : make in order to improve something & gt ; & gt ;,"anticipation,optimism",optimism
having a 280 day snap streak end is heartbreaking,sadness,sadness
find research about terrorism over time and around the world ; extremist and terrorist groups.,fear,fear
sometimes you have to smile to hide your fears and to laugh to hide your tears,"joy,optimism,sadness",joy
i am trying to get through to the # rac because i've had a car collision.. been waiting in a queue for 16 minutes # shocking,"anger,disgust,fear",
@ ketv very scary but so glad the nabbed him. afraid there may be more : (,"anticipation,fear,pessimism",fear
i love @ aerialwarehouse - conquering my # fears and gaining # strength and # grace : flexed _ biceps _ mediumlight _ skin _ tone : : dizzy : : purple _ heart : # aerialsilks # aerialarts,"joy,love,optimism",joy
provide gainful employment to men and women so that they don't end up joining vigilante outfits or terror squads,"anger,anticipation,disgust,fear,optimism",
@ christinasnp all this great news.... it must be hurting some folk to be happy about this. : smiling _ face _ with _ smiling _ eyes :,"joy,optimism",joy
yesterday was amazing. thank u # mtv cant wait for the # interview the # irony is 7. 10 was also supposed to be my 7 yr anv. plus6yr.,"joy,optimism",joy
"creator, jack dorsey :'the definition [ of # twitter ] was'a short burst of inconsequential information,'and'chirps from birds '. '",disgust,
@ davidlammy this kind of abuse is unbelievable and an absolute disgrace. it makes me sad to see this # dismayed,"anger,disgust,sadness",sadness
going to # bigapple tomorrow! loving # njtransit # commute! wearing # khakis # whiteshirt # maybeblue # brownshoes # macys # joy # jealousyet? # usa,"joy,love",joy
@ daddyzoey yea i'm going to go back when i get off work because that's ridiculous : loudly _ crying _ face : i'm super pissed,"anger,disgust",anger
"no offense to those who love k culture, u can love it all you want bbs!! : sparkling _ heart : but i just personally want to get to know my own country's -",optimism,joy
“ i can ’ t afford to hate people. i don ’ t have that kind of time. ” – # bobross : yellow _ heart : : blue _ heart : # tuesdaymotivation # sober # xa,"joy,optimism",
difficult roads often lead to beautiful destinations! # keepgoing # keeppushing # startsomewhere # key # start,"joy,optimism",joy
there's nothing more # depressing to me than thinking about how many times i will shave my legs in my lifetime. # showerthoughts # writer,sadness,sadness
@ btsportfootball he will haunt rm in the cl,fear,
"@ nexaexperience most pathetic after service experience for baleno servicing, # horrible feel i have made a mistake buying","anger,disgust,fear",anger
strapless wedding dresses look awful on most people. julianne hough looked great : ok _ hand _ mediumlight _ skin _ tone :,"disgust,fear,joy",joy
lady singing really loudly with headphones on making everyone giggle @ greateranglia # train # journey # smile,"joy,surprise",joy
he is very playful and can hardly stay in one spot.,"joy,love,trust",joy
@ tiffanyreisz never a dull moment with you two : face _ with _ tears _ of _ joy :,"joy,love,optimism",joy
"carlsbad # rouladen is one # delicious, hearty, home - style dish! stop by and let us know how you like it! # getdtl # ldnont # chaucers # marienbad","anticipation,joy,love",joy
@ pdmcmagic everyday i'm # stretching my elastic bands ready for # practicing # magic # entertaining,"joy,optimism",joy
"@ psychoticdream1 @ cnn wow, there is at least 1 person who still watches cnn. : face _ with _ rolling _ eyes : have a nice day! clearly ur still pissed u lost : face _ with _ tears _ of _ joy :","anger,disgust,joy,optimism",anger
really sad to hear about terror attack on pilgrims. condolences with victims family # notinmyname,"fear,sadness",sadness
oh crap... i lost $ 100 on poker games yesterday : (,"anger,disgust,sadness",
panas sia omg i cannot : pouting _ face :,"anger,anticipation,disgust,sadness",anger
it's been just over a decade since # nicksaban quit as the @ miamidolphins head coach! good coaches don't quit # suckynflcoach,"anger,disgust,sadness",anger
that maybe she just lost her job in the recession and is trying out a new career path,"anticipation,optimism,sadness,surprise,trust",
"honey, you hurt me the way the sun touches my skin today # burning","anger,disgust,sadness",anger
@ sailingflyingd @ kylegriffin1 this is what happens when blinded by raging hatred,"anger,disgust",anger
